plant,kind,lat,lon,height,osm_type,osm_id
3948,cooling_tower,39.8294009,-80.8181317,,way,865389174
6264,cooling_tower,38.9775133,-81.9362542,,way,865922642
3944,cooling_tower,39.3844346,-80.329223,,way,890381029
3944,cooling_tower,39.3859349,-80.3301845,,way,890381030
6002,chimney,33.6332722,-87.0612309,,way,937305870
6002,chimney,33.6334365,-87.0590012,,way,937305871
6002,chimney,33.6320737,-87.059804,,way,937305872
6002,chimney,33.6344189,-87.0601544,,way,937305873
3118,chimney,40.3844613,-79.0612023,305,way,1436292166
3118,chimney,40.3843664,-79.0604881,305,way,1436292167
3118,chimney,40.3832051,-79.0610861,305,way,1436292168
1082,chimney,41.1800764,-95.8410039,,node,1419138211
1082,chimney,41.1801651,-95.8407475,,node,1419138220
602,chimney,39.1807861,-76.5393568,210,node,4503325815
602,chimney,39.1820923,-76.5403581,120,node,4503325816
55856,chimney,38.2793082,-89.6669068,,node,7777713924
6055,chimney,30.7282307,-91.369553,,node,7777716951
6055,chimney,30.7284712,-91.3686753,,node,7777716952
6055,chimney,30.7278437,-91.3707116,,node,7777716953
2721,chimney,35.2155638,-81.7620705,,node,7784856404
2721,chimney,35.2172065,-81.7623507,,node,7784856405
6068,chimney,39.2868778,-96.117972,,node,7791514213
6068,chimney,39.2868904,-96.1170635,,node,7791514214
6068,chimney,39.2868993,-96.1161951,,node,7791514215
6065,chimney,39.4462492,-94.9799552,,node,8066150062
298,chimney,31.4235985,-96.2532378,,node,8066173415
298,chimney,31.422536,-96.2529382,,node,8066173416
602,chimney,39.196067,-76.5631015,,node,8440427459
997,cooling_tower,41.7160871,-86.9139777,,node,8992188881
997,cooling_tower,41.716087,-86.9139742,,way,195482698
6076,chimney,45.8822021,-106.6124453,,way,592339267
6076,chimney,45.8822011,-106.6111873,,way,592339269
6076,chimney,45.8831131,-106.613759,,way,592339272
6076,chimney,45.8831141,-106.6145495,,way,592339275
6009,cooling_tower,34.4196729,-92.1361891,,way,682443565
6009,cooling_tower,34.4214662,-92.1382066,,way,682443566
997,chimney,41.7220379,-86.9093904,,way,770104587
470,chimney,38.2078211,-104.5759149,154,way,881386094
470,chimney,38.2078497,-104.5749655,154,way,881386095
470,chimney,38.2077496,-104.5781021,154,way,881386096
6009,chimney,34.4235513,-92.1390978,,way,937302817
1733,chimney,41.8939412,-83.356671,,node,4024700711
994,chimney,38.5273727,-87.2539635,,node,4410618623
994,chimney,38.528909,-87.2526816,,node,4410618624
994,chimney,38.5283343,-87.2529457,,node,4410618625
994,chimney,38.5277333,-87.2527632,,node,4410618626
1733,chimney,41.8898826,-83.3459008,,node,5180535567
1733,chimney,41.8904976,-83.3439374,,node,5180535568
3470,chimney,29.4788141,-95.6357794,,node,7777749874
3470,chimney,29.4779478,-95.635165,,node,7777749875
3470,chimney,29.4765141,-95.6342212,,node,7777749876
3470,chimney,29.4756391,-95.6342684,,node,7777749877
2103,chimney,38.5614529,-90.8371908,,node,7791599530
2103,chimney,38.5621324,-90.8376128,,node,7791599531
2103,chimney,38.5625379,-90.8380491,,node,7791599532
1356,chimney,38.7496929,-85.0347097,,node,7791604772
1356,chimney,38.7493373,-85.0364102,,node,7791604773
1356,chimney,38.7486741,-85.0373624,,node,7791604774
1356,chimney,38.7480633,-85.0383065,,node,7791604775
1356,chimney,38.7471282,-85.0400446,,node,7791604776
130,chimney,33.3694301,-80.1119851,146,node,7791668243
130,chimney,33.3706638,-80.1133189,182,node,7791668244
3954,chimney,39.2009776,-79.2652756,,node,8010784921
3954,chimney,39.2002072,-79.2643526,,node,8010784922
3954,chimney,39.2008243,-79.264241,,node,8010784923
3954,chimney,39.2013155,-79.2642258,,node,8010784924
AU_YALLOURN,chimney,-38.176438,146.3440386,,node,8011195350
AU_YALLOURN,chimney,-38.1780775,146.3444462,,node,8011195351
1241,chimney,38.3471858,-94.646676,,node,8066224809
AU_LOYYANG,chimney,-38.2532119,146.5882466,,node,8515519130
AU_LOYYANG,chimney,-38.2532154,146.5884279,,node,8515519131
AU_LOYYANG,chimney,-38.2534106,146.5882541,,node,8515519132
AU_LOYYANG,chimney,-38.2534071,146.5884343,,node,8515519133
AU_LOYYANG,chimney,-38.2535941,146.5882625,,node,8515519134
AU_LOYYANG,chimney,-38.253596,146.5884377,,node,8515519135
AU_LOYYANG,chimney,-38.2535824,146.5893999,,node,8515519136
AU_LOYYANG,chimney,-38.2535869,146.5896015,,node,8515519137
AU_LOYYANG,chimney,-38.2533985,146.5895989,,node,8515519138
AU_LOYYANG,chimney,-38.2533989,146.589407,,node,8515519139
AU_LOYYANG,chimney,-38.2532081,146.5893934,,node,8515519140
AU_LOYYANG,chimney,-38.2532143,146.5895967,,node,8515519141
3470,chimney,29.4722672,-95.6230938,,node,8565367455
3470,chimney,29.4722865,-95.622666,,node,8565367456
3470,chimney,29.4840995,-95.631571,,node,9675805746
3470,chimney,29.4841472,-95.6314816,,node,9675805747
3470,chimney,29.484398,-95.6310136,,node,9675805748
3470,chimney,29.4843502,-95.631103,,node,9675805749
3470,chimney,29.4848823,-95.6303279,,node,9675805750
3470,chimney,29.4848169,-95.6304403,,node,9675805751
6071,chimney,38.5801631,-85.4119933,,node,9733161365
6071,chimney,38.5803398,-85.4115713,,node,9733161366
6071,chimney,38.5805381,-85.4111615,,node,9733161367
6071,chimney,38.5807162,-85.4107679,,node,9733161368
6071,chimney,38.5809047,-85.410333,,node,9733161369
6071,chimney,38.581086,-85.4099275,,node,9733161370
3470,chimney,29.4804373,-95.620875,,node,10885279125
3470,chimney,29.4801977,-95.6208926,,node,10885279126
3470,chimney,29.4800141,-95.6208968,,node,10885279127
3470,chimney,29.4797822,-95.6208944,,node,10885279128
3470,chimney,29.4796059,-95.6208946,,node,10885279129
3470,chimney,29.4793673,-95.6208937,,node,10885279130
3470,chimney,29.4791885,-95.6208964,,node,10885279131
3470,chimney,29.4789532,-95.6208981,,node,10885279132
AU_LOYYANG,cooling_tower,-38.2563052,146.5768875,60 m,way,146581900
AU_LOYYANG,cooling_tower,-38.2552201,146.5776587,60 m,way,146581905
AU_LOYYANG,cooling_tower,-38.251458,146.5716845,60 m,way,146581907
AU_LOYYANG,cooling_tower,-38.2525131,146.5707768,60 m,way,146581913
AU_LOYYANG,cooling_tower,-38.2563787,146.5838337,60 m,way,146581914
AU_LOYYANG,cooling_tower,-38.2575686,146.5838533,60 m,way,146581925
AU_LOYYANG,chimney,-38.2529648,146.5764256,260 m,way,146581928
AU_LOYYANG,chimney,-38.2518728,146.5741426,260 m,way,146581933
AU_LOYYANG,chimney,-38.2553962,146.5859411,260 m,way,146581935
AU_YALLOURN,cooling_tower,-38.177588,146.3407942,60,way,226691187
AU_YALLOURN,cooling_tower,-38.1763907,146.3407054,60,way,226691188
3399,chimney,36.3902287,-87.651358,,way,384455252
3399,chimney,36.3894585,-87.6519739,,way,384455254
3399,chimney,36.3908086,-87.6543544,305,way,384455497
3399,chimney,36.3914542,-87.6538362,305,way,384455504
AU_YALLOURN,cooling_tower,-38.1795013,146.3424232,60,way,575895572
6071,cooling_tower,38.5862949,-85.4144587,,way,865403614
6071,chimney,38.5845623,-85.4137353,,way,937343733
AU_ERARING,chimney,-33.06125,151.5216268,,node,2272435524
AU_ERARING,chimney,-33.0631131,151.521255,,node,2272435529
AU_CALLIDE,chimney,-24.344225,150.6180671,,node,8011195352
AU_STANWELL,chimney,-23.5091033,150.3178781,,node,8066266713
AU_BAYSWATER,chimney,-32.3893325,150.9664124,,node,8896059671
AU_BAYSWATER,chimney,-32.3892273,150.9664984,,node,8896059672
AU_BAYSWATER,cooling_tower,-32.3931698,150.9453989,132,way,105965913
AU_BAYSWATER,cooling_tower,-32.3945174,150.9446193,132,way,105965924
AU_BAYSWATER,cooling_tower,-32.39646,150.9533247,132,way,257572308
AU_BAYSWATER,cooling_tower,-32.3977967,150.9525506,132,way,257572309
AU_KOGAN,chimney,-26.9178173,150.7507468,,way,560188270
AU_TARONG,cooling_tower,-26.7802048,151.9162223,116.5,way,685339642
AU_TARONG,cooling_tower,-26.7801833,151.9138866,116.5,way,685339643
AU_STANWELL,cooling_tower,-23.5113562,150.3206331,,way,830841903
AU_STANWELL,cooling_tower,-23.5101854,150.3214066,,way,830841904
AU_CALLIDE,cooling_tower,-24.3473475,150.6204283,,way,831284080
AU_MTPIPER,cooling_tower,-33.3612162,150.0333783,,way,831284082
AU_MTPIPER,cooling_tower,-33.3598105,150.0340264,,way,831284083
AU_MTPIPER,chimney,-33.35811,150.0319771,,way,867886000
AU_CALLIDE,chimney,-24.3439276,150.6195391,,way,947129368
AU_MILLMERRAN,chimney,-27.9606131,151.2793742,,way,1151220326
AU_TARONG,chimney,-26.7836438,151.9152642,210,way,1286228806
AU_TARONG,chimney,-26.7771622,151.9143319,,way,1286465054
AU_BAYSWATER,chimney,-32.3945729,150.9515051,248,way,1385483268
AU_BAYSWATER,chimney,-32.3934443,150.9487789,248,way,1385483271
