plant,name,country,capacity_mw,fuel,mean_enh_umol_m2,t_stat,detectable,enh_at_plant_2025,peak_within_45km,peak_dist_km,flags,contaminated,n_days,n_war,idx_war,idx_same_window_2025,idx_pre60,idx_post60,placebo_p_low,placebo_sd,implied_rel_nox,implied_lo80,implied_hi80,idx_jun2025_war,so2_mean_enh_umol_m2,so2_t
IRN_FARS,Fars CC,IRN,1034,Gas,48.861833989152544,23.882181308693532,True,59.72907924528728,164.5729216746795,31.866549293707003,stronger NO2 peak 32 km away; city Shiraz (1.2M) <30km,True,295,12,0.47111778586867037,0.8168782730105905,1.0191610751245581,0.5640029395007095,0.0,0.1974871653598475,0.7767879415230147,0.3691451803201687,1.1819854047472642,1.0519234306040246,5.888646837987617,1.2716731063758937
IRN_ALIABAD,Aliabad,IRN,1000,Gas,12.575364814513275,7.595699374587652,False,63.82948009985422,92.73980586945962,3.110564964218685,,False,113,7,,0.9280186623910651,0.17550417434677587,0.756537459422524,,0.5697528703442449,,,,,-34.16001930722222,-1.3954723317665292
IRQ_SHEMAL,Al-Shemal,IRQ,2100,Oil,23.500734888858027,16.209290016670433,True,4.180146701467816,98.07382172131148,32.53544449364871,stronger NO2 peak 33 km away,True,324,10,0.45695869443863035,0.8617977108518946,0.8133719225200291,0.339618009749111,0.02631578947368421,0.3680280523794155,0.7708121687331241,0.3631694075302781,1.1760096319573736,1.2620036514860609,65.84588919387186,6.078276794408375
IRQ_ANBAR,Al-Anbar,IRQ,1643,Gas,9.866476553349514,19.536873420608426,True,0.912640776825131,26.482711773211086,33.08903801121698,stronger NO2 peak 33 km away,True,412,17,0.7972271990391004,0.41637550232766074,0.46324134609180373,0.9308479714488285,0.3076923076923077,0.38668684100380546,0.9144207668621144,0.5067780056592683,1.319618230086364,1.290120731314158,16.723561258596288,3.519684109586762
IRQ_ERBIL,Erbil Gas,IRQ,1500,Gas,49.15793075590778,25.27737685001133,True,72.82065930149862,135.67906133909915,26.531311804231347,stronger NO2 peak 27 km away; city Erbil (1.6M) <30km,True,347,8,0.17780090419499867,1.0534254098703424,0.6416350434976117,0.5225307227920819,0.0,0.2883224483845026,0.6529950379330044,0.24535227673015841,1.058192501157254,1.22305738828629,156.55203915528062,11.378670758329521
IRQ_MUSSAIB,Al-Mussaib,IRQ,1280,Oil,64.80025668520287,28.567188375726214,True,-3.9813725086346543,231.0268978456821,43.585636161745626,stronger NO2 peak 44 km away; city Al Maḩmūdīyah (0.3M) <30km; other GPPD thermal 728 MW within 5-30 km,True,419,21,0.6791204938677547,0.4738610130271565,0.8935216837068851,1.0692376233823064,0.1794871794871795,0.30908782397144,0.8645744304249351,0.4569316692220891,1.2697718936491846,0.8934098632557529,138.14101425123874,15.295148870060629
IRQ_SHATTBASRA,Shatt Al-Basra,IRQ,1250,Gas,71.78366249721739,23.492386481542074,True,52.717497668722274,97.89484684929849,40.73084924795034,stronger NO2 peak 41 km away; city Abū al-Kahṣīb (0.4M) <30km; manual: Basra oil-field flaring,True,345,19,0.33525516616814605,0.691592231545714,0.5814568656367606,0.7164550494985461,0.0,0.39637605460069814,0.7194478113330826,0.31180505013023657,1.124645274557332,,67.52136194030055,8.772056958339288
SAU_SHOAIBA,Shoaiba,SAU,6794,Oil,50.791482538764036,25.052461656352673,True,24.864336858299325,44.80034232432532,5.330565891908064,,False,356,19,0.63741222512452,0.7961615238247088,0.6266768092362286,1.2173234143340699,0.23076923076923078,0.4748287595878421,0.8469716669495557,0.43932890574670974,1.2521691301738054,,163.9325547244304,11.528884450799914
SAU_RABIGH,Rabigh,SAU,7148,Oil,68.47783941473429,41.454905727694715,True,44.508494663319844,80.67920898708725,7.1828701219777535,manual: PetroRabigh refinery/petchem adjacent,True,414,25,0.9305923820842199,0.8584320486524379,0.8643999252189757,1.0931545416092951,0.3333333333333333,0.1861251377979363,0.9707068665668572,0.5630641053640113,1.3759043297911069,1.1339172044671915,270.4858789221219,16.659932291481795
SAU_GHAZLAN,Ghazlan,SAU,4256,Gas,57.77194484834783,27.772749398079,True,28.60184834774071,127.15620947299271,34.91463150312361,stronger NO2 peak 35 km away; other GPPD thermal 5282 MW within 5-30 km,True,345,15,0.5066814828009417,0.823065744819294,0.7262012333469027,0.6402540691218978,0.0,0.26041500195917555,0.7917974196018762,0.38415465839903024,1.1969948828261259,,10.929884644010988,1.1690201406930172
SAU_QURAYYAH,Qurayyah+Hajr,SAU,10444,Gas,18.575291704891566,11.940666839549376,True,26.068281044419052,84.0948642706379,44.082635497159785,stronger NO2 peak 44 km away,True,415,22,1.2355435943287896,0.7460369142196626,1.043318368957328,2.57274103490026,0.5263157894736842,0.8029258500832233,1.099409980419841,0.691767219216995,1.5046074436440906,1.3082438378317969,-14.922545440668236,-2.262404290345298
SAU_RIYADH9,Riyadh PP9,SAU,3617,Oil,104.44430948714952,26.28683327906624,True,65.9289656801697,173.68612761495518,44.98787634661975,stronger NO2 peak 45 km away; manual: Riyadh metro,True,428,19,0.7413003978139594,0.513773470281191,0.6361654981976412,1.2644565186407228,0.358974358974359,0.39762145438509416,0.8908171438021091,0.4831743825992631,1.2960146070263587,1.5741040240287971,48.08126534054055,10.376068126113134
SAU_RIYADH10,Riyadh PP10,SAU,3161,Oil,141.08803101408452,30.26962130775066,True,96.40248367452601,195.0607068487494,34.38855814196765,stronger NO2 peak 34 km away; manual: Riyadh metro,True,426,19,0.3196857278009226,0.4185437570640441,0.4349723572772585,1.021667051456908,0.0,0.5022671142482317,0.7128768087649843,0.3052340475621383,1.1180742719892338,1.9105023100603282,107.6805984282045,18.716472449941286
SAU_RIYADH1112,Riyadh PP11-12,SAU,3812,Gas,9.134612218907364,9.971186498110685,True,12.44939339722458,19.561604653574747,5.256639637313649,,False,421,23,1.1436195923184755,0.890566725441528,1.1297011994862278,0.8741577229394694,0.6153846153846154,0.376661364436579,1.0606139211765446,0.6529711599736987,1.4658113844007943,2.5703860039849555,-2.5420470740519185,-0.5752765192279591
SAU_QASSIM,Qassim Central,SAU,1611,Oil,44.90533260090164,34.21958311255309,True,44.73752182406418,65.09432353670634,3.4921295747724868,city Buraydah (0.7M) <30km,True,427,22,0.3659456161526492,0.323569385919596,0.5211047415407095,1.229331566214572,0.10256410256410256,0.5265890489934337,0.7324005602317719,0.32475779902892593,1.1375980234560215,2.0391181100049325,40.713076848504464,8.978402549706047
SAU_JAZAN,Jazan,SAU,1521,Oil,32.2633231,42.89054171880734,True,38.633526255623735,61.212089260412654,3.7231276864817087,"manual: coordinates fall in Jazan town, plant not visible at cross",True,395,18,0.6434807577701772,0.6988121354108089,0.7353878267311301,1.113999885661607,0.05263157894736842,0.24093077046072592,0.8495328604016682,0.4418900991988222,1.2547303236259177,0.8065666355344675,77.97129291945781,11.52557158032356
SAU_RASALKHAIR,Ras Al Khair,SAU,1460,Gas,10.56006511450646,11.62564204865347,True,10.702656868532832,26.30944569593558,42.95088879462305,stronger NO2 peak 43 km away; manual: Ma'aden aluminium/phosphate complex adjacent,True,387,16,1.064504551062684,0.5063245634123107,0.481531395479944,2.053044593334477,0.5128205128205128,0.46443693469285924,1.0272238189130343,0.6195810577101883,1.432421282137284,2.345432019169031,11.026236808653847,1.1370303424502295
SAU_FARAS,Faras,SAU,1244,Gas,-1.03657056506993,-3.5304792642206793,False,-0.22491326136410325,1.6146363379212154,36.67084966594144,stronger NO2 peak 37 km away,True,429,20,-0.7774589764169477,1.7846621203743007,0.8785985245391519,-0.41340671077708796,0.05128205128205128,0.927136247682257,0.24983244589521408,-0.1578103153076319,0.6550299091194637,0.5474928342878602,0.03169344065909065,0.007511811087514656
SAU_SHUQAIQ,Shuqaiq,SAU,1020,Oil,31.48532102188366,40.74883754880836,True,7.765599843500717,31.17443798548414,11.786857091385885,,False,361,17,0.919599175748204,0.5756976095794277,0.9910605482621302,0.9685545216134863,0.3333333333333333,0.301770090168109,0.9660672395384561,0.55842447833561,1.3712647027627056,1.7249215560183062,341.8630146027685,28.289000013596098
SAU_JUBAIL,Jubail Marafiq+SWCC,SAU,4511,Gas,67.78088074986302,31.840831678352597,True,49.97544528614613,127.15620947299271,20.91594629075793,stronger NO2 peak 21 km away; other GPPD thermal 5422 MW within 5-30 km; manual: Jubail industrial city,True,365,18,0.577818316859227,0.7336713762320111,0.846559047845433,0.6576797582293941,0.0,0.21543984909665162,0.8218203599455323,0.4141775987426863,1.227017823169782,1.3510005228714257,34.68340990796875,3.5655713927087898
KWT_AZZOUR,Az Zour S+N,KWT,6905,Gas,60.57399555278302,21.341027159125307,True,75.85071982919155,164.3072968066682,39.2480130440821,stronger NO2 peak 39 km away; manual: Al-Zour refinery adjacent,True,424,19,0.4560200083470785,0.6865007173105979,1.0427895628045671,1.079721846644785,0.07692307692307693,0.356086016250836,0.7704160010247749,0.36277323982192894,1.1756134642490246,1.4318164696697973,6.948723983205418,0.9590641940854672
KWT_SABIYA,Sabiya,KWT,5367,Gas,45.74697745922438,16.354758443988402,True,25.621077010257277,150.91505952177187,42.290351544246775,stronger NO2 peak 42 km away,True,361,17,0.3125328620523471,0.8996932919749915,1.0341793092233815,0.9049009253028316,0.0,0.26756336912422146,0.7098579780214104,0.3022152168185644,1.11505544124566,,103.28243067240506,11.136856078366941
KWT_DOHA,Doha West+East,KWT,3701,Gas,121.91993777096775,37.906918318305884,True,37.18370620230112,150.91505952177187,18.598474766848554,stronger NO2 peak 19 km away; manual: Kuwait City,True,372,18,0.5103063156373725,0.5715705100654208,0.869706186546798,0.8649208008115569,0.0,0.2669398576091959,0.7933272619324292,0.3856845007295832,1.1985247251566788,,48.94716314292929,6.071748791709726
QAT_RASLAFFAN,Ras Laffan B+C,QAT,3755,Gas,45.28215552924791,35.73495006090967,True,41.527876554840645,104.38185096002593,8.53475095485335,manual: Ras Laffan LNG/industrial city,True,359,12,0.45929718470209346,0.8624422847836274,1.0861083186717637,0.967599601526603,0.0,0.17034216375768696,0.771799116699021,0.36415635549617503,1.1769965799232707,1.270481998577781,-5.450494205,-0.7032759589670868
QAT_MESAIEED,Mesaieed+Qatalum,QAT,3357,Gas,52.08662989321608,24.875425746957358,True,56.715328849917846,93.2801194486028,27.28510397297815,stronger NO2 peak 27 km away; other GPPD thermal 2245 MW within 5-30 km; manual: Mesaieed industrial city,True,398,16,0.3510566193891753,1.028863805957935,0.8641676653741523,0.9852825988294082,0.0,0.28353306118728805,0.7261167345945442,0.3184739733916982,1.1313141978187937,0.5619458242688002,19.805298810941174,2.969821643121004
ARE_SHUWEIHAT,Shuweihat,ARE,4889,Gas,22.802065462927928,37.633995236415046,True,15.904712226534555,61.91782546454798,19.386103006961555,stronger NO2 peak 19 km away,True,444,20,0.5497615363750514,1.1146704266234564,0.8316281923133646,1.193114590035647,0.0,0.28102288600993475,0.8099791379139011,0.4023363767110551,1.2151766011381506,1.4125443254793768,12.794673742672234,2.0011391466986583
ARE_MIRFA,Mirfa,ARE,1728,Gas,7.128588415965831,17.948721839019,True,4.71829468896828,35.43509098860402,37.73347908772889,stronger NO2 peak 38 km away,True,439,13,0.9198113432316882,1.240106824612838,1.352546089598804,1.311977597502137,0.3684210526315789,0.3310382140660656,0.9661567837497473,0.5585140225469014,1.371354246973997,1.2140635408658604,5.475512363658009,0.87036990398247
ARE_TAWEELAH,Taweelah,ARE,3871,Gas,45.10869256392781,26.602418017874673,True,26.22164282693158,104.85758757459999,43.47339846663472,stronger NO2 peak 43 km away; manual: Taweelah aluminium smelter (EGA) adjacent,True,471,19,0.6806092250581466,1.1555166946706852,0.9821595176682671,0.6233449178948052,0.02631578947368421,0.2090787450153045,0.8652027418800141,0.45755998067716813,1.2704002051042638,0.8198477803134079,-12.124420731785403,-2.2618814648793553
ARE_FUJAIRAH,Fujairah F2,ARE,2114,Gas,57.0636837115566,22.827896524847656,True,35.485876865531594,100.21341958816255,42.22728000442579,stronger NO2 peak 42 km away,True,424,13,0.9340050232566556,1.214674392465401,0.5815606753002369,0.5573160380231361,0.5,0.38114361050747975,0.9721471544808568,0.5645043932780107,1.3773446177051063,1.020171270702335,2.3793185940215054,0.5752850817668276
ARE_JEBELALI,Jebel Ali,ARE,4480,Gas,163.1831903088937,37.952115864795005,True,120.98743565778344,220.34103984376355,8.545226393814728,city Dubai (3.8M) <30km; manual: Dubai/Jebel Ali port+smelter,True,461,17,0.7923252271198303,0.9835421641911899,1.0608796624629218,0.6846252250227771,0.15789473684210525,0.18577102720405098,0.9123519144532773,0.5047091532504313,1.317549377677527,1.1556813909920767,-8.900822569795919,-1.8278634693093374
BHR_ALDUR,Al Dur,BHR,1540,Gas,37.97190075494286,23.49911216452699,True,48.730550891982425,90.36258773641791,11.676000000000002,other GPPD thermal 6041 MW within 5-30 km; manual: Bahrain (Alba smelter 15 km),True,350,17,0.3454484799827023,1.1370179111040752,0.8464012146996612,0.49930239408554217,0.0,0.12813786576953706,0.7237498477760854,0.31610708657323944,1.128947311000335,1.0830330159150388,49.008691496344085,6.677572135737521
