name,iso3,gww_id,month,area_km2,n_obs,a0,z,alert_on,pred_gbm_area,pred_gbm_climate,pred_gbm_area+climate,pred_lo,pred_hi,p12
Nurek,TJK,88741,2002-10-01,84.16415962844482,1,0.005742060426279359,,False,0.050381177765214016,-0.13987290631359045,-0.07127518530596795,-0.38388340719082886,0.22557632745548603,-0.12706099479019456
Nurek,TJK,88741,2002-11-01,83.35133080861183,0,-0.0019202809962195358,,False,0.03347877931866952,-0.20116056943322172,-0.12509694164670074,-0.4639386916540926,0.23854539675299405,-0.17992123957350759
Nurek,TJK,88741,2002-12-01,82.53850198877885,0,0.0073184632599090065,,False,0.019524746033486265,-0.25499061267896217,-0.1527717527709926,-0.36971004201507685,0.15073423378821096,-0.11189888733627817
Nurek,TJK,88741,2003-01-01,81.72567316894586,1,0.02771753538508131,,False,0.04615699612286584,-0.2704078323373017,-0.21671984398192043,-0.39280237624550324,0.13791773119222442,-0.16227168622802454
Nurek,TJK,88741,2003-02-01,81.67593701598281,0,0.09005563187171078,,False,0.15997403872384314,-0.26172846511424663,-0.11854873294082026,-0.36494405606443303,0.301113453804389,-0.14689726085827473
Nurek,TJK,88741,2003-03-01,81.62620086301978,0,0.16659093024728747,,False,0.23859771053790788,-0.24194327079743555,-0.09571136497455744,-0.398373964381289,0.34188090232186574,-0.07410413658207052
Nurek,TJK,88741,2003-07-01,81.42725625116759,1,0.03151511701691287,,False,0.2528595897160672,0.054000293121803274,0.18282332786561836,-0.2405054603021791,0.7297004608388158,-0.026767932021645957
Nurek,TJK,88741,2003-08-01,82.12845677447343,0,-0.004035251316191546,,False,0.12779770144207944,-0.0010174327183434379,0.07775655277331493,-0.2277787309598076,0.494199243272394,-0.025639629897257373
Nurek,TJK,88741,2003-09-01,82.82965729777928,0,-0.003567612200784731,,False,0.12927609469192347,-0.07370342926547944,0.029227420233067476,-0.3035072567601871,0.3469007560042886,-0.0554295906356326
Nurek,TJK,88741,2003-10-01,83.53085782108512,1,-0.002539264006741994,,False,0.07141039408819344,-0.12854217372418184,-0.06853040952283289,-0.3220883965853811,0.25538495901522756,-0.04038586235261462
Nurek,TJK,88741,2003-11-01,79.23113662473612,0,-0.055797696735762306,,False,-0.01846705828890793,-0.016511579869504328,0.03905592941273692,-0.2900301751301102,0.44081434719787926,0.0996571039005602
Nurek,TJK,88741,2003-12-01,74.93141542838714,0,-0.092155043786155,,False,-0.11161823526987423,-0.011615043483155141,-0.025529221117095383,-0.3267997525326861,0.3318286763337226,0.010188239503942082
Nurek,TJK,88741,2004-03-01,62.032251839340155,1,-0.08962790081158388,,False,-0.179855397806005,-0.1197748576313368,-0.1748551015334185,-0.4727253580734958,0.1476643270317095,-0.008425254225676243
Nurek,TJK,88741,2004-04-01,57.61850267144321,1,-0.061791715770128194,,False,-0.24577236220255863,-0.12887589268882918,-0.23711940989577132,-0.4511314511726257,0.11378088774930092,-0.05723172204770632
Nurek,TJK,88741,2004-05-01,62.14663084115973,1,-0.045333486500844324,,False,-0.22744292584996495,-0.10130799557041074,-0.22202007427973372,-0.3964325658394502,0.13323196367615467,-0.09121242943097582
Nurek,TJK,88741,2004-06-01,74.23196761411901,1,0.0202382905048812,,False,-0.069109222288564,-0.19079653442279718,-0.2075114386276457,-0.4127186982238115,0.17268737483222338,-0.14385194922002342
Nurek,TJK,88741,2004-07-01,78.19195460428685,0,-0.010791066646463556,,False,-0.039479876678551774,-0.1411528972030745,-0.16203506328346967,-0.3704017139083811,0.16640031423604043,-0.11198199974459914
Nurek,TJK,88741,2004-08-01,82.15194159445467,1,-0.0037281537976694744,,False,-0.005973300064047266,-0.09232333723309831,-0.10015637289396312,-0.28652409697834935,0.16762285940128085,-0.10639936580650118
Nurek,TJK,88741,2004-09-01,83.04680402337243,2,-0.0007281090392474188,,False,-0.014544786482759175,-0.08230348902277108,-0.05563281343732374,-0.3370102158016642,0.22459056598140612,-0.10742516388172582
Nurek,TJK,88741,2004-10-01,83.65654677011003,2,-0.0008957017234442103,,False,-0.01719790592523442,-0.11352598698376573,-0.1420928784375177,-0.3806772811886195,0.16148964995582363,-0.11367520363666293
Nurek,TJK,88741,2004-11-01,79.29665515711903,0,-0.05494094847334952,,False,-0.12471653544625357,-0.14506445071117324,-0.15552904016717778,-0.3609771756131168,0.12127075821775435,-0.14500534051435976
Nurek,TJK,88741,2004-12-01,74.93676354412804,0,-0.0920851095446274,,False,-0.22287696090682782,-0.006452373441585498,-0.04490470254921804,-0.3272348727651332,0.35481294488165727,-0.06943033459054143
Nurek,TJK,88741,2005-04-01,57.49719709216405,1,-0.06337795924183795,,False,-0.12011809658818626,0.034546751260047394,-0.045879490019220426,-0.3401694433198649,0.4302897961416934,-0.005635507140568284
Nurek,TJK,88741,2005-05-01,62.52017332662329,1,-0.04044888570594407,,False,-0.1705309358361214,0.1802644855165295,0.13389696692700026,-0.1959643883062691,0.5586491320087505,0.11233319917692088
Nurek,TJK,88741,2005-06-01,68.00983397773342,1,-0.061124981650218804,,False,-0.1840456438067372,0.24601854980117108,0.13076488208201204,-0.14410251547380712,0.5620315426936757,0.1624642004236696
Nurek,TJK,88741,2005-07-01,78.92661130663801,2,-0.0011843823951930928,,False,-0.10318572636887371,0.20936901406044048,0.12471938806885667,-0.16500187904372532,0.548355991902246,0.1279100738952334
Nurek,TJK,88741,2005-08-01,82.49649744560811,2,0.0007774054089172144,,False,-0.014887554860149532,0.16227358985106147,0.19011516990178565,-0.12818664233108473,0.6600520491523421,0.16240247048666245
Nurek,TJK,88741,2005-09-01,83.06921463719917,2,-0.000435058298375391,,False,-0.01671583304715484,0.11526222414563554,0.15130381272847948,-0.12156864724354367,0.5924465052775834,0.16137188226366211
Nurek,TJK,88741,2005-10-01,83.6909799571543,1,-0.00044543868951201653,,False,-0.018687332306465763,0.10832004602450972,0.04422545540468569,-0.21933238136982847,0.3540540122453945,0.1337117988443611
Nurek,TJK,88741,2005-11-01,83.10672285356783,0,-0.005118878901794051,,False,-0.0015848201184382655,-0.08588373808851733,-0.1064322822698256,-0.3574574931880477,0.20203707853382102,0.06611268509999935
Nurek,TJK,88741,2005-12-01,82.52246574998136,1,0.007108766564551352,,False,0.007324281800401438,-0.12991098765664205,-0.12523692453655808,-0.39145039029907513,0.20244177974440639,0.04223772168842683
Nurek,TJK,88741,2006-01-01,76.16453680327245,0,-0.04500225465059976,,False,-0.07796721853538667,0.10304680867903622,0.06588260146672283,-0.21804355456522992,0.387567665489668,0.10719290520186578
Nurek,TJK,88741,2006-02-01,69.80660785656356,1,-0.06515277655091502,,False,-0.14707423156116492,0.1280476842223689,0.0696029030831264,-0.24368540767127014,0.3589272701873737,0.08834485011283993
Nurek,TJK,88741,2006-03-01,62.62825271357901,1,-0.08183433928281825,,False,-0.20132569289604194,0.009049717181412835,-0.06490959660944796,-0.31318585438080254,0.29500608407032386,0.02037469405615688
Nurek,TJK,88741,2006-04-01,60.016194429708804,0,-0.030438476114361627,,False,-0.2236315225801814,-0.10912112220953926,-0.19831086742966259,-0.40232519592718335,0.0947707364954702,0.02017357933696163
Nurek,TJK,88741,2006-05-01,57.404136145838606,1,-0.1073483690377738,,False,-0.225898375418167,-0.1597906523465046,-0.29319077539423516,-0.32425101584180155,0.03726169312332808,-0.16594719888373474
Nurek,TJK,88741,2006-06-01,65.10277380122264,0,-0.09913893990555736,,False,-0.2407824037315552,-0.22710952018853223,-0.27969254560542073,-0.4151211540527421,-0.03668592681140379,-0.22410733256476495
Nurek,TJK,88741,2006-07-01,72.80141145660666,1,-0.08128010703346639,,False,-0.2561602596706881,-0.2265239577270063,-0.3003847839339522,-0.4699199120938407,-0.03245395194334825,-0.18546230382173168
Nurek,TJK,88741,2006-08-01,80.96021401627485,2,-0.019311691687496663,,False,-0.22747945555079851,-0.21169981653436085,-0.3218849514408758,-0.5213370824530003,0.07670736330033566,-0.2330402337486635
Nurek,TJK,88741,2006-09-01,83.20172724883628,2,0.0012977331064193704,,False,-0.10608528107994482,-0.19368980725575624,-0.22985630779672203,-0.46126146335561563,0.13592855296925763,-0.22420823429002645
Nurek,TJK,88741,2006-10-01,83.32494154751717,0,-0.005231912989640653,,False,-0.07885538246330576,-0.23337096488458853,-0.2367137659098595,-0.49240050409833286,0.05798825299348498,-0.18802040130111222
Nurek,TJK,88741,2006-11-01,83.44815584619808,1,-0.0006541555246468088,,False,-0.06037022685383008,-0.1563763812317682,-0.16781265462649306,-0.391247170465417,0.11080376570273999,-0.13548732378945788
Nurek,TJK,88741,2006-12-01,79.0665987800856,0,-0.03808162329772529,,False,-0.16791364699238503,-0.15177579136825492,-0.19221106239234464,-0.37867822959896746,0.09052353569737508,-0.13837821249933016
Nurek,TJK,88741,2007-01-01,74.68504171397313,0,-0.06434876320175982,,False,-0.2211194371729155,-0.1715761890423526,-0.25897642159319634,-0.4033641669092755,0.031177089904405157,-0.24602538972032603
Nurek,TJK,88741,2007-02-01,70.30348464786066,1,-0.05865540379095888,,False,-0.24676020024155226,-0.1986048255841174,-0.26412665533395663,-0.41196344403898894,-0.008774247371833483,-0.2510374923465943
Nurek,TJK,88741,2007-03-01,65.78547477506845,0,-0.04054915756623383,,False,-0.24772248115212894,-0.10701295031238063,-0.17172213509678336,-0.40112615342053065,0.0870831515491529,-0.17984859120992894
