id,n2024,n2025,name,lat,lon,params,n_pm25_rows_sample_day,sample_key,error,provider,country,has_pm25,active,kind,days,cc,region,city_km
2525,361,360,Consultorio - San Vicente-2525,-36.723695141848,-73.123658865174,pm10|pm25|so2,24.0,records/csv.gz/locationid=2525/year=2025/month=07/location-2525-20250701.csv.gz,,chile-sinca,cl,True,True,reference_likely,721,CL,South America,0.6232972436872256
4767238,0,180,Institute of Public Health-4737175,30.193314,66.955154,pm1|pm25|relativehumidity|temperature|um003,16.0,records/csv.gz/locationid=4767238/year=2025/month=09/location-4767238-20250925.csv.gz,,,,True,True,lowcost,180,PK,South Asia,3.2953962879895107
4815820,0,183,DG House DHA 5-4785756,24.795611,67.04812,pm1|pm25|relativehumidity|temperature|um003,24.0,records/csv.gz/locationid=4815820/year=2025/month=09/location-4815820-20250925.csv.gz,,,,True,True,lowcost,183,PK,South Asia,8.18740792153969
4143988,0,253,Xaysetha - Attapeu-4113923,14.816824,106.930954,pm1|pm25|relativehumidity|temperature|um003,24.0,records/csv.gz/locationid=4143988/year=2025/month=08/location-4143988-20250827.csv.gz,,,,True,True,lowcost,253,LA,Other Asia,62.89057881750161
2847298,22,163,Adrogué-2817259,-34.79488517026303,-58.40140165642574,pm1|pm25|relativehumidity|temperature|um003,24.0,records/csv.gz/locationid=2847298/year=2025/month=07/location-2847298-20250722.csv.gz,,,,True,True,lowcost,185,AR,South America,1.717208857469213
3478630,0,269,"Santiphab Secondary School - Luangprabang, Luangprabang ມັດທະຍົມ ສັນຕິພາບ-3469995",19.880332,102.139832,pm1|pm25|relativehumidity|temperature|um003,24.0,records/csv.gz/locationid=3478630/year=2025/month=07/location-3478630-20250729.csv.gz,,,,True,True,lowcost,269,LA,Other Asia,1.9580354806893272
4876581,0,183,GC Women University -4846515,31.41808,73.12049,pm1|pm25|relativehumidity|temperature|um003,24.0,records/csv.gz/locationid=4876581/year=2025/month=09/location-4876581-20250926.csv.gz,,,,True,True,lowcost,183,PK,South Asia,2.936335068881715
4849914,0,155,Dc Office -4819850,32.166635,74.194615,pm1|pm25|relativehumidity|temperature|um003,24.0,records/csv.gz/locationid=4849914/year=2025/month=09/location-4849914-20250915.csv.gz,,,,True,True,lowcost,155,PK,South Asia,1.4119776159131219
4804768,0,163,Municipal Office-4774705,29.39894,71.68424,pm1|pm25|relativehumidity|temperature|um003,14.0,records/csv.gz/locationid=4804768/year=2025/month=09/location-4804768-20250929.csv.gz,,,,True,True,lowcost,163,PK,South Asia,0.8850466057421869
4929685,0,183,Samal Municipal Hall-4899619,14.76944,120.54278,pm25,152.0,records/csv.gz/locationid=4929685/year=2025/month=10/location-4929685-20251001.csv.gz,,,,True,True,reference_likely,183,PH,Other Asia,0.18702264067806965
