id,n2024,n2025,name,lat,lon,params,n_pm25_rows_sample_day,sample_key,error,provider,country,has_pm25,active,kind,days,cc,region,city_km,r
9627,70,310,Bomberos-9627,21.118055555556,-101.60216666667,co|no|no2|nox|o3|pm10|pm25|so2,16.0,records/csv.gz/locationid=9627/year=2025/month=07/location-9627-20250715.csv.gz,,sinaica-mexico,mx,True,True,reference_likely,380,MX,North/Central America,4.104186000548983,0.02469721686522497
3887,309,261,高雄市 - 仁武-3887,22.689055999999997,120.332631,co|no2|o3|pm10|pm25|so2,24.0,records/csv.gz/locationid=3887/year=2025/month=05/location-3887-20250522.csv.gz,,,,True,True,reference_likely,570,TW,Other Asia,7.541598136276693,0.02523275610463449
2812741,251,365,AMU_St Jerome_building-2782546,43.33723,5.41072,pm25,37.0,records/csv.gz/locationid=2812741/year=2025/month=07/location-2812741-20250702.csv.gz,,,,True,True,reference_likely,616,FR,Europe,0.961222784695554,0.025466089827207772
1215067,364,365,射水市東明中町５－３-1216871,36.760833,137.151389,no|no2|nox|pm25|so2,22.0,records/csv.gz/locationid=1215067/year=2025/month=07/location-1215067-20250702.csv.gz,,,,True,True,reference_likely,729,JP,Other Asia,2.434538379849331,0.025539359745772705
2896886,201,365,St Lawrence Village-2866840,49.2141,-2.1413,pm25,33.0,records/csv.gz/locationid=2896886/year=2025/month=07/location-2896886-20250702.csv.gz,,,,True,True,reference_likely,566,JE,Europe,3.9226620059087876,0.026014212325358832
270755,364,264,"Kungsgatan, Norrköping-283051",58.590397,16.178606,pm25,24.0,records/csv.gz/locationid=270755/year=2025/month=05/location-270755-20250523.csv.gz,,,,True,True,reference_likely,628,SE,Europe,0.48108937233936017,0.026165515696242037
1215907,364,361,金沢市寺中町へ－６０-1217711,36.594444,136.607222,no|no2|nox|pm25,22.0,records/csv.gz/locationid=1215907/year=2025/month=06/location-1215907-20250630.csv.gz,,,,True,True,reference_likely,725,JP,Other Asia,1.0455031649726256,0.026266568545502578
344140,0,308,"Somajiguda, Hyderabad - TSPCB-3379752",17.417094,78.457437,co|no|no2|o3|pm10|pm25|relativehumidity|so2|temperature,89.0,records/csv.gz/locationid=344140/year=2025/month=07/location-344140-20250728.csv.gz,,,,True,True,reference_likely,308,IN,South Asia,3.6761018048401763,0.026608761715225082
2162308,230,363,AZUQUECA - IES-2629815,40.56840000025621,-3.2702000000703983,no2|o3|pm25|so2,3.0,records/csv.gz/locationid=2162308/year=2025/month=07/location-2162308-20250703.csv.gz,,,,True,True,reference_likely,593,ES,Europe,0.37906569929484685,0.027252094951458417
4469604,0,222,Donegal Letterkenny Library-4439539,54.95445200015354,-7.735147000439117,pm10|pm25|so2,13.0,records/csv.gz/locationid=4469604/year=2025/month=09/location-4469604-20250907.csv.gz,,,,True,True,reference_likely,222,IE,Europe,0.5084545340471388,0.027815906197269258
784177,320,229,Smederevo Radinac-794778,44.619408,20.969422000000005,co|no2|o3|pm10|pm25|so2,21.0,records/csv.gz/locationid=784177/year=2025/month=05/location-784177-20250509.csv.gz,,,,True,True,reference_likely,549,RS,Europe,5.993070326178806,0.028219850982729833
4084,352,364,VITRY-SUR-SEINE-4084,48.77589800004221,2.37578800006495,no2|o3|pm10|pm25,21.0,records/csv.gz/locationid=4084/year=2025/month=07/location-4084-20250703.csv.gz,,eea,fr,True,True,reference_likely,716,FR,Europe,1.9222788869315817,0.028493959483014364
8914,0,311,"SIDCO Kurichi, Coimbatore - TNPCB-3379599",10.942451,76.978996,co|no|no2|o3|pm10|pm25|relativehumidity|so2|temperature,92.0,records/csv.gz/locationid=8914/year=2025/month=07/location-8914-20250729.csv.gz,,caaqm,in,True,True,reference_likely,311,IN,South Asia,2.123349853178559,0.02880258162249183
3409502,0,313,"Kalidaspur, Balasore - OSPCB-3385117",21.51161,86.89088,co|no|no2|o3|pm10|pm25|relativehumidity|so2|temperature,92.0,records/csv.gz/locationid=3409502/year=2025/month=07/location-3409502-20250728.csv.gz,,,,True,True,reference_likely,313,IN,South Asia,2.703234277321717,0.028855490987794385
3409463,0,307,"Old MIDC, Jalna - MPCB-3394198",19.854616,75.905894,co|no|no2|o3|pm10|pm25|relativehumidity|so2|temperature,53.0,records/csv.gz/locationid=3409463/year=2025/month=07/location-3409463-20250725.csv.gz,,,,True,True,reference_likely,307,IN,South Asia,2.5415806659583358,0.02892325949032648
1004,359,352,Padre Las Casas II-932093,-38.764767451719,-72.598795682209,pm10|pm25,24.0,records/csv.gz/locationid=1004/year=2025/month=06/location-1004-20250629.csv.gz,,chile-sinca,cl,True,True,reference_likely,711,CL,South America,0.44306910033354757,0.02947543868916236
4470142,0,228,48R236 - FLEMALLE-4440077,50.619097010668646,5.417128324992643,co|no2|pm10|pm25,24.0,records/csv.gz/locationid=4470142/year=2025/month=09/location-4470142-20250909.csv.gz,,,,True,True,reference_likely,228,BE,Europe,2.8854166267776655,0.029763605775903423
2162199,325,360,Essen-Schuir (LANUV)-2132165,51.40684600026424,6.965589000402196,no2|o3|pm25,23.0,records/csv.gz/locationid=2162199/year=2025/month=07/location-2162199-20250702.csv.gz,,,,True,True,reference_likely,685,DE,Europe,6.40682633616982,0.0298071954355843
8241,311,347,SONDRIO - VIA PARIBELLI-8241,46.16860999977113,9.88028000004523,no2|o3|pm10|pm25,10.0,records/csv.gz/locationid=8241/year=2025/month=07/location-8241-20250706.csv.gz,,eea,it,True,True,reference_likely,658,IT,Europe,0.6885137956417614,0.02981196028138755
