gww_id,name,reservoir,country,iso3,lat,lon,capacity_mw,latest_month,area_km2,area_anomaly,area_anomaly_3mo,precip_12mo_anomaly,pred_gen_anomaly,pred_gen_anomaly_lo,pred_gen_anomaly_hi,pred_gen_anomaly_3mo,has_generation_truth,confidence,match_method
76548,Colebrook Hydroelectric,Colebrook River Lake,USA,USA,42.007778,-73.0356,3.0,2026-05,2.6,0.012,0.041,-0.137,-0.071,-0.681,0.438,-0.118,True,short residence time (weak area signal),gww_polygon
88798,Marshall Ford,Lake Travis,USA,USA,30.3899,-97.9073,108.0,2026-05,53.11,0.017,0.033,0.064,0.056,-0.503,0.838,-0.05,True,carry-over storage (validated class),hydrolakes_pour
76549,Tokachi,Higashitaisetsuko,Japan,JPN,43.2407,142.9388,40.0,2026-05,2.33,-0.016,0.074,0.424,0.188,-0.381,0.698,0.378,False,short residence time (weak area signal),hydrolakes_pour
88743,Central GuatapÃ©,,Colombia,COL,6.32,-75.1659,560.0,2026-05,53.23,0.062,0.053,0.084,-0.024,-0.415,0.668,0.212,False,unknown residence time,gww_polygon
90183,Mosul Dam Regulator,,Iraq,IRQ,36.6254,42.8179,62.0,2026-05,284.26,0.043,-0.15,0.382,0.484,-0.747,1.748,0.092,False,carry-over storage (validated class),hydrolakes_pour
69962,Vamma,,Norway,NOR,59.54261,11.169893,344.0,2026-05,0.96,-0.018,0.083,-0.009,-0.023,-0.331,0.358,-0.027,False,short residence time (weak area signal),hydrolakes_pour
90204,Osage Dam,Osage,USA,USA,38.2044,-92.6239,208.0,2026-05,188.37,-0.045,-0.052,-0.025,-0.011,-0.597,0.626,-0.212,True,carry-over storage (validated class),gww_polygon
69917,KvÃ¦nangsbotn,,Norway,NOR,69.720002,22.057216,55.0,2026-05,1.46,-0.008,0.051,0.107,0.034,-0.392,0.445,0.071,False,unknown residence time,gww_polygon
69919,Vemundsbotn,,Norway,NOR,60.857432,5.696332,45.0,2026-05,1.17,-0.01,0.075,-0.209,-0.05,-0.431,0.428,-0.033,False,short residence time (weak area signal),hydrolakes_pour
88668,Monticello Dam,Lake Berryessa,USA,USA,38.513056,-122.104444,11.5,2026-05,70.17,0.047,0.047,-0.072,-0.117,-0.699,0.393,-0.043,True,carry-over storage (validated class),hydrolakes_pour
88654,Broken Bow Dam,Broken Bow Lake,USA,USA,34.138779,-94.684498,100.0,2026-05,52.52,-0.063,-0.043,-0.187,-0.407,-0.9,0.071,-0.418,True,carry-over storage (validated class),hydrolakes_pour
77188,Kingsford,,USA,USA,45.807956,-88.125121,9.0,2026-05,1.8,0.008,0.1,0.206,0.257,-0.336,0.603,0.237,True,short residence time (weak area signal),hydrolakes_pour
88650,Solbergfoss,Lake Oyeren,Norway,NOR,59.636706,11.154443,199.0,2026-05,71.47,-0.003,0.026,-0.009,-0.016,-0.328,0.382,-0.014,False,short residence time (weak area signal),hydrolakes_pour
64894,Colton,,USA,USA,44.5839,-74.9583,44.0,2026-05,0.67,0.039,0.189,-0.077,0.018,-0.463,0.522,-0.095,True,unknown residence time,gww_polygon
88644,Pu Bu Gou,瀑布沟水库,China,CHN,29.21,102.84,4260.0,2026-05,61.68,-0.029,0.054,0.044,0.125,-0.349,0.594,0.104,False,unknown residence time,gww_polygon
88641,Kaw Hydro,Kaw Lake,USA,USA,36.6994,-96.9278,37.0,2026-05,58.26,-0.086,-0.037,0.036,-0.268,-0.862,0.299,-0.14,True,carry-over storage (validated class),hydrolakes_pour
64924,Sherman,,USA,USA,42.7297,-72.9303,7.2,2026-05,0.68,0.03,0.121,-0.122,-0.066,-0.624,0.438,-0.105,True,unknown residence time,gww_polygon
88738,Byreyskaya HPP,,Russia,RUS,50.27,130.3136,4020.0,2026-05,63.08,0.143,0.098,0.282,0.152,-0.141,0.516,0.206,False,unknown residence time,gww_polygon
76923,Lee Creek Water Treatment Facility,,USA,USA,35.484488,-94.392858,1.3,2026-05,2.08,-0.035,-0.016,-0.138,-0.282,-0.758,0.255,-0.306,True,short residence time (weak area signal),hydrolakes_pour
76963,Kvittingen,Holmavatnet,Norway,NOR,60.464284,5.915178,48.0,2026-05,2.49,-0.057,0.036,-0.053,-0.021,-0.396,0.437,0.003,False,short residence time (weak area signal),hydrolakes_pour
77019,Rainbow Falls Hydro,,USA,USA,44.5178,-74.8228,49.0,2026-05,2.43,-0.027,0.047,-0.077,0.048,-0.402,0.392,0.019,True,short residence time (weak area signal),hydrolakes_pour
77021,Jim Falls,Old Abe Lake,USA,USA,45.051,-91.274,59.8,2026-05,2.23,0.021,0.066,0.145,0.102,-0.336,0.523,0.051,True,unknown residence time,gww_polygon
88722,LAC Courte Oreilles Hydroelect,Winter,USA,USA,45.888333,-91.076944,3.4,2026-05,54.8,-0.032,-0.027,0.146,0.049,-0.728,1.026,0.01,True,carry-over storage (validated class),hydrolakes_pour
90595,APOLÔNIO SALES,Itaparica Reservoir,BRA,BRA,-9.356111111,-38.21027778,400.0,2026-05,605.01,-0.067,-0.0,0.048,0.142,-0.402,0.53,0.098,True,short residence time (weak area signal),hydrolakes_pour
88718,Dez,,Iran,IRN,32.6053,48.464,520.0,2026-05,63.1,0.087,-0.024,0.029,0.143,-0.532,1.12,0.043,False,carry-over storage (validated class),hydrolakes_pour
77040,CALIMANESTI (Olt),,Romania,ROU,45.240308,24.346887,75.0,2026-05,2.05,-0.037,-0.023,0.066,-0.037,-0.395,0.345,0.082,False,unknown residence time,gww_polygon
88162,Luis Donaldo Colosio (Huites),,Mexico,MEX,26.8444,-108.3687,422.0,2026-05,21.03,-0.313,-0.357,0.206,-0.477,-0.898,0.182,-0.523,False,carry-over storage (validated class),hydrolakes_pour
68951,Rapidan Hydro Facility,,USA,USA,44.092689,-94.108817,6.8,2026-05,0.19,-0.469,-0.302,0.153,-0.083,-0.749,0.477,0.044,True,short residence time (weak area signal),hydrolakes_pour
79064,Grangent Grangent Hydroelectric Power Station France - Grangent Hydroelectric Power Station France,,France,FRA,45.467,4.248,36.5,2026-05,2.85,0.014,-0.009,-0.04,-0.161,-0.53,0.194,-0.004,False,short residence time (weak area signal),hydrolakes_pour
87775,Costeshti Stinka / Stanca,,Romania,ROU,47.84125,27.225417,30.0,2026-05,40.47,-0.072,-0.009,0.058,-0.106,-0.505,0.311,0.082,False,carry-over storage (validated class),hydrolakes_pour
87756,LipnoÂ I,,Czech Republic,CZE,48.6333,14.2375,120.0,2026-05,39.83,-0.051,-0.052,-0.059,-0.182,-0.515,0.216,-0.056,False,carry-over storage (validated class),gww_polygon
79070,AnnabrÃ¼cke Annabruecke Hydroelectric Power Plant Austria - Annabruecke Hydroelectric Power Plant Austria,,Austria,AUT,46.561407,14.479829,90.0,2026-05,3.01,0.007,0.001,-0.008,-0.128,-0.442,0.157,-0.004,False,short residence time (weak area signal),hydrolakes_pour
87755,Ajaure,,Sweden,SWE,65.509167,15.625556,75.0,2026-05,46.47,-0.027,0.013,0.139,0.147,-0.201,0.551,0.158,False,short residence time (weak area signal),hydrolakes_pour
68941,CompaÃ±Ã­a de EnergÃ­a Mexicana,,Mexico,MEX,19.958,-97.4453,36.0,2026-05,0.79,-0.031,-0.072,0.059,-0.138,-0.531,0.482,-0.147,False,short residence time (weak area signal),hydrolakes_pour
87752,Humaya,,Mexico,MEX,25.0971,-107.3913,90.0,2026-05,22.09,-0.331,-0.271,0.151,-0.387,-0.959,0.237,-0.394,False,carry-over storage (validated class),hydrolakes_pour
90276,RIHAND_Hydro,Govind Ballabah Pant,India,IND,24.1778,83.0361,300.0,2026-05,334.22,0.114,0.138,0.317,0.242,-0.324,0.808,0.183,False,unknown residence time,gww_polygon
68933,Spring Creek,,USA,USA,40.628115,-122.467509,297.0,2026-05,0.78,0.014,0.005,-0.087,-0.234,-0.569,0.128,-0.142,True,unknown residence time,gww_polygon
90271,UKAI_Hydro,Ukal,India,IND,21.2478,73.5866,300.0,2026-05,348.21,0.161,0.184,0.143,0.21,-0.368,0.958,0.3,False,carry-over storage (validated class),hydrolakes_pour
90684,Nizhnekamsk hydroelectric power station,Nizhnekamsk Reservoir,Russia,RUS,55.6997,52.2786,1205.0,2026-05,819.65,0.111,0.213,0.002,0.073,-0.213,0.432,0.094,False,short residence time (weak area signal),hydrolakes_pour
78976,Enchanet Enchanet Hydroelectric Power Station France - Enchanet Hydroelectric Power Station France,,France,FRA,45.082,2.194,35.0,2026-05,2.7,0.029,0.01,-0.056,-0.08,-0.603,0.287,0.054,False,short residence time (weak area signal),hydrolakes_pour
87793,Little Goose,New York Island,USA,USA,46.5838,-118.0273,1620.0,2026-05,39.3,0.013,-0.005,0.021,0.072,-0.375,0.456,0.037,True,unknown residence time,gww_polygon
69055,The March 17thÂ  Power Plant,,North Korea,PRK,41.349,129.3901,482.0,2026-05,1.26,0.149,0.189,0.051,0.165,-0.434,0.8,0.2,False,unknown residence time,gww_polygon
63752,A G Wishon,Kerckhoff Lake,USA,USA,37.15105,-119.504724,12.8,2026-05,0.51,0.052,0.035,0.006,-0.368,-0.934,0.236,-0.168,True,unknown residence time,gww_polygon
68995,Tafjord 5,,Norway,NOR,62.195096,7.517685,82.7,2026-05,0.82,-0.198,-0.074,-0.209,-0.26,-0.665,0.124,-0.173,False,short residence time (weak area signal),hydrolakes_pour
79027,Jiguey 1,,Dominican Republic,DOM,18.5464,-70.3772,49.5,2026-05,3.48,0.278,0.138,0.213,0.338,-0.477,1.153,0.223,False,short residence time (weak area signal),hydrolakes_pour
87736,Fontana Dam,Fontana Lake,USA,USA,35.4507,-83.805,254.7,2026-05,32.21,-0.045,-0.035,-0.092,-0.192,-0.639,0.195,-0.244,True,carry-over storage (validated class),hydrolakes_pour
87696,John Day,Miller Island,USA,USA,45.71644,-120.6941,3986.2,2026-05,37.86,-0.001,0.001,0.03,0.051,-0.273,0.27,0.099,True,unknown residence time,gww_polygon
87687,Glendo,Glendo,USA,USA,42.467254,-104.955526,38.0,2026-05,39.29,-0.067,-0.055,0.084,-0.128,-0.693,0.543,-0.07,True,short residence time (weak area signal),hydrolakes_pour
79413,Lake Lure,,USA,USA,35.42591,-82.184005,3.6,2026-05,2.98,0.044,-0.027,-0.096,-0.207,-0.764,0.333,-0.361,True,short residence time (weak area signal),hydrolakes_pour
87681,GHAT PRABHA,,India,IND,16.1424,74.6447,32.0,2026-05,31.41,0.15,0.203,0.206,0.311,-0.43,1.204,0.361,False,carry-over storage (validated class),hydrolakes_pour
79447,Blanda,Gilsárlón,Iceland,ISL,65.4158,-19.8198,150.0,2026-05,4.34,0.005,-0.0,-0.196,-0.2,-0.511,0.125,-0.224,False,unknown residence time,gww_polygon
79466,Tri-County Water Hydropower Project,,USA,USA,38.239167,-107.758056,8.0,2026-05,3.83,0.094,0.083,0.078,-0.015,-0.661,0.56,0.027,True,short residence time (weak area signal),hydrolakes_pour
87670,Harris Dam,R.L. Harris Reservoir,USA,USA,33.258281,-85.616047,135.0,2026-05,28.81,-0.006,-0.01,-0.139,-0.324,-0.801,0.149,-0.348,True,short residence time (weak area signal),hydrolakes_pour
87669,Sidi Salem,,Tunisia,TUN,36.59123463,9.397916667,36.0,2026-05,34.56,-0.119,-0.205,-0.062,-0.415,-0.87,0.213,-0.442,False,carry-over storage (validated class),hydrolakes_pour
79376,San Carlos,,Colombia,COL,6.2108,-74.8405,1246.0,2026-05,2.45,-0.025,0.033,0.084,0.075,-0.332,0.6,0.243,False,short residence time (weak area signal),hydrolakes_pour
87708,Sefid Rood,,Iran,IRN,36.7434,49.4022,87.0,2026-05,47.85,0.086,-0.22,0.149,0.2,-0.636,1.146,-0.106,False,short residence time (weak area signal),hydrolakes_pour
79215,Foster,Foster Lake,USA,USA,44.4146,-122.6712,20.0,2026-05,3.72,-0.028,-0.019,-0.13,-0.118,-0.412,0.133,-0.129,True,short residence time (weak area signal),hydrolakes_pour
87727,Ust-Kamenogorsk HPP,,Kazakhstan,KAZ,49.9012,82.7183,331.0,2026-05,34.77,-0.002,0.16,0.205,0.165,-0.261,0.663,0.203,False,short residence time (weak area signal),hydrolakes_pour
79219,Waterbury 22,Little River,USA,USA,44.38126,-72.76769,5.5,2026-05,3.11,0.015,0.099,-0.116,0.044,-0.522,0.657,0.035,True,short residence time (weak area signal),hydrolakes_pour
63706,Bennetts Bridge,,USA,USA,43.5317,-75.9531,44.0,2026-05,0.67,0.044,0.072,-0.052,0.036,-0.408,0.506,0.024,True,unknown residence time,gww_polygon
79277,Wanship,Rock Port Lake,USA,USA,40.7904,-111.4043,1.9,2026-05,3.5,-0.013,-0.088,0.068,-0.118,-0.659,0.45,-0.066,True,short residence time (weak area signal),hydrolakes_pour
68853,Kleber,,USA,USA,45.391984,-84.333257,1.8,2026-05,0.85,0.016,0.261,0.115,0.248,-0.325,0.678,0.069,True,short residence time (weak area signal),hydrolakes_pour
87715,Bersimis-1,,Canada,CAN,49.2947,-69.5514,2047.0,2026-05,39.26,-0.027,0.089,0.458,0.461,-0.182,0.879,0.29,False,unknown residence time,gww_polygon
87713,Jilintai,吉林台水库,China,CHN,43.86,82.847,460.0,2026-05,34.25,0.014,0.099,0.195,0.043,-0.283,0.566,0.123,False,unknown residence time,gww_polygon
79323,Wilder,,USA,USA,43.667927,-72.303642,37.4,2026-05,2.69,0.029,0.042,-0.113,0.017,-0.384,0.357,-0.034,True,short residence time (weak area signal),hydrolakes_pour
69341,North Fork,North Fork,USA,USA,45.243287,-122.27995,40.8,2026-05,0.97,0.007,-0.061,-0.103,-0.106,-0.457,0.233,-0.136,True,short residence time (weak area signal),hydrolakes_pour
90251,Haditha Dam,Habbaniyah,Iraq,IRQ,34.207,42.355,660.0,2026-05,204.31,-0.426,-0.54,0.507,0.311,-0.652,1.002,0.024,False,carry-over storage (validated class),hydrolakes_pour
88033,Bang Lang,,Thailand,THA,6.1555,101.273,72.0,2026-05,39.24,-0.052,-0.044,0.037,-0.136,-0.753,0.511,-0.2,False,carry-over storage (validated class),hydrolakes_pour
88032,Ban Ve,Ban Ve Reservoir,Vietnam,VNM,19.3404,104.4873,320.0,2026-05,32.19,0.21,0.109,0.214,0.218,-0.281,0.739,0.182,False,unknown residence time,gww_polygon
90627,Ord River,Argyle Reservoir,Australia,AUS,-16.1201,128.7383,30.0,2026-05,910.61,0.064,0.019,0.044,0.073,-0.755,1.308,-0.039,False,carry-over storage (validated class),hydrolakes_pour
88025,Krivoporozhskaya HPP,Кривопорожское водохранилище,Russia,RUS,65.0334,33.6675,180.0,2026-05,51.4,-0.094,0.008,0.075,0.048,-0.435,0.64,0.081,False,carry-over storage (validated class),gww_polygon
78435,John Hart,,Canada,CAN,50.044,-125.3109,126.0,2026-05,3.08,0.007,-0.008,-0.04,-0.124,-0.396,0.153,-0.092,False,short residence time (weak area signal),hydrolakes_pour
69396,Krangfors,,Sweden,SWE,64.75,20.4666667,53.9,2026-05,1.08,0.003,0.049,0.185,0.145,-0.35,0.502,0.215,False,short residence time (weak area signal),hydrolakes_pour
90247,Albeni Falls,Pend Oreille Lake,USA,USA,48.180245,-116.99859,42.0,2026-05,360.3,-0.009,-0.01,-0.012,0.043,-0.307,0.355,0.044,True,short residence time (weak area signal),hydrolakes_pour
78467,Rochester Hydro,,USA,USA,44.212981,-92.480177,2.6,2026-05,2.26,-0.012,0.104,0.081,-0.016,-0.692,0.597,-0.013,True,short residence time (weak area signal),hydrolakes_pour
87991,Chute-du-Diable,,Canada,CAN,48.7807,-71.6974,305.8,2026-05,49.15,0.067,-0.072,0.496,0.505,-0.083,0.881,0.405,False,short residence time (weak area signal),hydrolakes_pour
87987,Don Pedro,Don Pedro Reservoir,USA,USA,37.695994,-120.420152,173.7,2026-05,46.38,0.152,0.122,-0.083,-0.042,-0.704,0.49,-0.034,True,carry-over storage (validated class),hydrolakes_pour
78400,BENJAMIN REOLIN,,Argentina,ARG,-32.1883,-64.3233,38.4,2026-05,2.59,0.057,0.059,0.126,0.326,-0.366,1.109,0.143,False,short residence time (weak area signal),hydrolakes_pour
88054,Tunnel 1 Power Project,Lake Owyhee,USA,USA,43.642023,-117.232674,13.5,2026-05,39.95,-0.026,0.044,-0.019,-0.049,-0.496,0.478,0.127,True,carry-over storage (validated class),hydrolakes_pour
77954,Kattstrupeforsen,,Sweden,SWE,63.326439,14.579856,56.0,2026-05,3.13,-0.017,0.017,-0.091,-0.117,-0.539,0.446,-0.051,False,short residence time (weak area signal),hydrolakes_pour
77975,LIMOEIRO,,BRA,BRA,-21.62472222,-47.01055556,32.0,2026-05,2.25,0.011,0.004,-0.062,-0.168,-0.614,0.431,-0.156,True,short residence time (weak area signal),hydrolakes_pour
88161,Palisades Dam,Palisades,USA,USA,43.334849,-111.205752,176.4,2026-05,40.25,-0.169,-0.014,0.027,-0.17,-0.618,0.251,0.023,True,carry-over storage (validated class),hydrolakes_pour
88160,Saguling,,Indonesia,IDN,-6.9126,107.3663,700.7,2026-05,40.34,0.059,0.104,0.144,0.244,-0.299,1.101,0.212,False,short residence time (weak area signal),hydrolakes_pour
78055,Ramnicu Valcea,,Romania,ROU,45.120417,24.375417,46.0,2026-05,2.81,-0.056,-0.043,0.066,-0.102,-0.418,0.384,0.058,False,short residence time (weak area signal),hydrolakes_pour
88148,Alt?nkaya Dam,Altinkaya Baraji,Turkey,TUR,41.3668,35.7244,700.0,2026-05,70.69,-0.026,-0.047,0.426,0.349,-0.216,1.109,0.269,False,carry-over storage (validated class),hydrolakes_pour
78132,Prickett,,USA,USA,46.7261,-88.6625,2.2,2026-05,2.26,-0.169,-0.07,0.245,0.227,-0.345,0.665,0.242,True,short residence time (weak area signal),hydrolakes_pour
88142,Ialy,,Vietnam,VNM,14.2274,107.8294,720.0,2026-05,27.6,-0.136,-0.051,0.108,-0.009,-0.33,0.377,0.084,False,short residence time (weak area signal),hydrolakes_pour
88138,Dartmouth (Mount Beauty Hydro Scheme),,Australia,AUS,-36.5564,147.5206,150.0,2026-05,51.57,0.031,0.008,-0.131,-0.186,-0.68,0.325,-0.154,False,carry-over storage (validated class),hydrolakes_pour
78299,Pilot Butte,Pilot Butte,USA,USA,43.219017,-108.787681,1.6,2026-05,3.34,0.027,0.016,-0.036,-0.134,-0.712,0.256,-0.087,True,unknown residence time,gww_polygon
88134,Allatoona,Allatoona Lake,USA,USA,34.1637,-84.7282,86.6,2026-05,41.1,-0.035,-0.072,-0.126,-0.384,-1.027,0.187,-0.401,True,carry-over storage (validated class),hydrolakes_pour
78383,Coiselet Coiselet Hydroelectric Power Station France - Coiselet Hydroelectric Power Station France,,France,FRA,46.294,5.592,40.5,2026-05,3.03,0.003,-0.015,0.027,-0.169,-0.526,0.226,-0.017,False,short residence time (weak area signal),hydrolakes_pour
88118,Brownlee,Brownlee,USA,USA,44.8367,-116.8975,675.0,2026-05,47.53,0.061,-0.018,0.021,0.066,-0.203,0.366,0.03,True,short residence time (weak area signal),hydrolakes_pour
78392,Upper Mechanicville,,USA,USA,42.9126,-73.6805,19.8,2026-05,2.47,0.034,0.052,-0.102,-0.047,-0.544,0.317,-0.058,True,short residence time (weak area signal),hydrolakes_pour
78393,Mio,,USA,USA,44.661114,-84.131691,5.0,2026-05,2.62,0.017,0.057,0.048,0.206,-0.36,0.531,0.016,True,short residence time (weak area signal),hydrolakes_pour
78631,Dexter,Dexter Lake,USA,USA,43.9242,-122.8055,15.0,2026-05,3.55,0.013,-0.002,-0.133,-0.19,-0.593,0.096,-0.165,True,short residence time (weak area signal),hydrolakes_pour
78636,Marble Falls,,USA,USA,30.555288,-98.257593,44.0,2026-05,2.45,0.053,0.032,0.07,0.028,-0.556,0.723,-0.142,True,short residence time (weak area signal),gww_polygon
87905,Bighorn,Abraham,Canada,CAN,52.3081,-116.3245,120.0,2026-05,35.73,0.024,0.027,0.072,0.081,-0.254,0.54,0.086,False,carry-over storage (validated class),hydrolakes_pour
63804,Storlivatn,Storlivatnet,Norway,NOR,59.687516,6.521502,48.0,2026-05,0.8,0.035,0.014,-0.053,-0.009,-0.368,0.322,-0.037,False,short residence time (weak area signal),gww_polygon
87879,New Melones,New Melones,USA,USA,37.946927,-120.528211,300.0,2026-05,40.61,0.119,0.125,-0.047,-0.092,-0.497,0.508,0.037,True,carry-over storage (validated class),hydrolakes_pour
78796,French Meadows,Hell Hole Reservoir,USA,USA,39.077971,-120.406069,15.3,2026-05,3.86,0.097,0.111,-0.049,-0.018,-0.585,0.601,0.041,True,short residence time (weak area signal),hydrolakes_pour
87870,SÃ¤dvajaur sÃ¤dva,,Sweden,SWE,66.467003,16.549485,31.0,2026-05,46.97,0.0,0.101,0.048,0.023,-0.43,0.489,-0.004,False,unknown residence time,gww_polygon
87862,Madden Hydroelectric Power Plant Panama,,Panama,PAN,9.2106,-79.6165,36.0,2026-05,39.31,0.133,0.056,0.005,0.075,-0.584,0.988,0.025,False,carry-over storage (validated class),hydrolakes_pour
87847,Roosevelt,Roosevelt Lake,USA,USA,33.671104,-111.161786,36.0,2026-05,47.83,-0.08,-0.04,0.144,-0.122,-0.792,0.479,0.01,True,carry-over storage (validated class),gww_polygon
78925,Uvac Hydroelectric Power Plant Serbia - Uvac Hydroelectric Power Plant Serbia,,Serbia,SRB,43.4224,19.9295,36.0,2026-05,2.66,-0.131,-0.125,0.124,-0.085,-0.542,0.28,-0.023,False,short residence time (weak area signal),hydrolakes_pour
90250,Infiernillo,Inhernillo,Mexico,MEX,18.2711,-101.8939,1200.0,2026-05,170.59,-0.209,-0.126,0.054,-0.13,-0.525,0.221,-0.104,False,short residence time (weak area signal),hydrolakes_pour
87916,Melka Wekana,,Ethiopia,ETH,7.1761,39.4311,153.0,2026-05,36.62,-0.015,-0.019,0.053,0.011,-0.425,0.706,0.014,False,carry-over storage (validated class),hydrolakes_pour
78780,Ferlach Maria Rain,,Austria,AUT,46.5462,14.2985,75.0,2026-05,3.17,0.008,-0.002,-0.008,-0.127,-0.409,0.142,-0.005,False,short residence time (weak area signal),hydrolakes_pour
87957,Stave Falls,,Canada,CAN,49.2288,-122.3561,91.0,2026-05,55.18,0.024,-0.007,0.175,0.14,-0.251,0.586,0.158,False,carry-over storage (validated class),hydrolakes_pour
78641,Inks,,USA,USA,30.731599,-98.385422,15.0,2026-05,2.86,0.028,0.039,0.071,0.084,-0.578,0.881,-0.086,True,short residence time (weak area signal),hydrolakes_pour
87939,Weiss Dam,Weiss Lake,USA,USA,34.172142,-85.753806,87.6,2026-05,46.07,0.002,0.003,-0.13,-0.229,-0.591,0.206,-0.297,True,short residence time (weak area signal),hydrolakes_pour
90248,Danjiangkou,Han Shui,China,CHN,32.56,111.49,900.0,2026-05,392.12,0.078,0.086,0.458,0.47,-0.159,1.234,0.609,False,carry-over storage (validated class),hydrolakes_pour
69373,Hpp ruieni RUIE1 - Ruieni Hydroelectric Power Station Romania,,Romania,ROU,45.426,22.4757,137.7,2026-05,1.31,-0.021,0.008,-0.063,-0.114,-0.378,0.247,0.075,False,short residence time (weak area signal),hydrolakes_pour
87934,Tims Ford,,USA,USA,35.1967,-86.2783,45.7,2026-05,36.1,-0.017,-0.018,-0.108,-0.271,-0.752,0.321,-0.32,True,carry-over storage (validated class),hydrolakes_pour
78762,Dearborn,Wateree Lake,USA,USA,34.5583,-80.8914,69.0,2026-05,2.58,0.005,0.013,-0.082,-0.174,-0.595,0.169,-0.236,True,short residence time (weak area signal),gww_polygon
90249,Selingue,Selingue,Mali,MLI,11.63801754,-8.23125,47.6,2026-05,275.94,0.043,0.053,0.093,0.169,-0.493,0.744,0.176,False,short residence time (weak area signal),hydrolakes_pour
69348,Boyds Mill Hydro,Boyd's Mill Pond,USA,USA,34.455514,-82.199339,1.4,2026-05,0.67,-0.001,0.021,-0.113,-0.193,-0.7,0.294,-0.271,True,unknown residence time,gww_polygon
87986,Kajaki Hydroelectric Power Plant Afghanistan,,Afghanistan,AFG,32.322,65.119,151.0,2026-05,55.65,0.102,-0.095,0.083,-0.092,-0.753,1.078,-0.164,False,carry-over storage (validated class),hydrolakes_pour
76397,W K Sanders,,USA,USA,44.625282,-72.530859,1.8,2026-05,2.17,0.023,0.083,-0.116,-0.023,-0.639,0.51,-0.046,True,short residence time (weak area signal),hydrolakes_pour
88846,Tiber Dam Hydroelectric Plant,Lake Elwell,USA,USA,48.318,-111.1018,7.5,2026-05,68.3,0.072,0.01,-0.121,-0.038,-0.452,0.368,-0.139,True,carry-over storage (validated class),hydrolakes_pour
76395,Hydro Plant,,USA,USA,41.9711,-85.5381,2.2,2026-05,1.88,0.014,0.089,-0.006,0.01,-0.786,0.602,-0.085,True,short residence time (weak area signal),hydrolakes_pour
90554,Hoover Dam (NV),Mead,USA,USA,36.01551,-114.738006,2078.8,2026-05,286.94,-0.207,-0.198,0.098,-0.269,-0.419,-0.054,-0.202,True,carry-over storage (validated class),hydrolakes_pour
89590,J Strom Thurmond,J. Strom Thurmond Lake,USA,USA,33.6602,-82.1961,361.9,2026-05,121.05,-0.103,-0.083,-0.102,-0.334,-0.67,0.134,-0.379,True,carry-over storage (validated class),hydrolakes_pour
90061,Bhumibol,Bhumibol,Thailand,THA,17.2426,98.9723,744.0,2026-05,180.22,0.111,0.201,0.272,0.413,-0.366,1.063,0.492,False,carry-over storage (validated class),hydrolakes_pour
73807,Galesville Project,Galesville Reservoir,USA,USA,42.8489,-123.1778,1.6,2026-05,1.58,-0.141,-0.103,-0.133,-0.305,-0.768,0.114,-0.228,True,short residence time (weak area signal),hydrolakes_pour
89589,Norris Dam,Norris Lake,USA,USA,36.2242,-84.0914,131.4,2026-05,108.38,-0.035,-0.022,-0.088,-0.23,-0.721,0.348,-0.276,True,carry-over storage (validated class),hydrolakes_pour
73881,Siriu,,Romania,ROU,45.495417,26.250417,42.0,2026-05,2.1,0.166,0.109,0.147,0.212,-0.334,0.715,0.305,False,short residence time (weak area signal),hydrolakes_pour
89591,Kelsey,,Canada,CAN,56.0405,-96.5379,286.0,2026-05,119.98,0.026,0.065,0.164,0.185,-0.171,0.443,0.147,False,short residence time (weak area signal),hydrolakes_pour
89586,Porttipahta,Porttipahta,Finland,FIN,68.10875,26.722083,36.0,2026-05,173.05,0.042,0.007,0.253,0.149,-0.312,0.742,0.14,False,carry-over storage (validated class),hydrolakes_pour
70998,Soft Maple,,USA,USA,43.9206,-75.2433,21.0,2026-05,0.93,-0.174,-0.018,-0.072,0.009,-0.436,0.421,0.003,True,short residence time (weak area signal),hydrolakes_pour
73899,Waterport,Waterport Pond,USA,USA,43.3272,-78.2394,4.0,2026-05,1.1,0.009,-0.008,0.048,0.221,-0.222,0.526,0.13,True,short residence time (weak area signal),hydrolakes_pour
73938,Allement Allement Hydroelectric Power Station France - Allement Hydroelectric Power Station France,,France,FRA,46.112,5.422,31.6,2026-05,1.41,0.001,0.006,0.027,-0.18,-0.554,0.208,-0.002,False,short residence time (weak area signal),hydrolakes_pour
89582,Watts Bar Hydro,Chickamauga Lake,USA,USA,35.619673,-84.785527,278.5,2026-05,115.43,-0.019,-0.008,-0.093,-0.154,-0.508,0.262,-0.234,True,short residence time (weak area signal),gww_polygon
71105,Longkaikou,龙开口水库,China,CHN,26.53,100.42,1900.0,2026-05,1.41,0.227,0.352,-0.029,0.429,-0.325,1.121,0.41,False,unknown residence time,gww_polygon
73996,Cowlitz Falls,,USA,USA,46.4661,-122.1097,70.0,2026-05,1.53,0.022,0.019,-0.092,-0.083,-0.409,0.178,-0.11,True,short residence time (weak area signal),hydrolakes_pour
73787,Thermalito Diverson Dam,Thermalito Diversion Pool,USA,USA,39.528749,-121.546359,3.4,2026-05,1.16,0.037,0.032,-0.041,-0.261,-0.806,0.258,-0.163,True,unknown residence time,gww_polygon
73750,FlÃ¸rli,,Norway,NOR,59.010982,6.445127,80.0,2026-05,2.05,0.179,0.185,-0.053,0.094,-0.301,0.57,0.03,False,short residence time (weak area signal),hydrolakes_pour
